names,links,category,filename
Mariqueen Maandig,https://en.wikipedia.org/wiki/Mariqueen_Maandig,List_of_female_rock_singers,./HTML/Women/Mariqueen_Maandig.html
Kirsty MacColl,https://en.wikipedia.org/wiki/Kirsty_MacColl,List_of_female_rock_singers,./HTML/Women/Kirsty_MacColl.html
Amy Macdonald,https://en.wikipedia.org/wiki/Amy_Macdonald,List_of_female_rock_singers,./HTML/Women/Amy_Macdonald.html
Maggie MacDonald,https://en.wikipedia.org/wiki/Maggie_MacDonald,List_of_female_rock_singers,./HTML/Women/Maggie_MacDonald.html
Lois Maffeo,https://en.wikipedia.org/wiki/Lois_Maffeo,List_of_female_rock_singers,./HTML/Women/Lois_Maffeo.html
Michelle Malone,https://en.wikipedia.org/wiki/Michelle_Malone,List_of_female_rock_singers,./HTML/Women/Michelle_Malone.html
Barbara Manning,https://en.wikipedia.org/wiki/Barbara_Manning,List_of_female_rock_singers,./HTML/Women/Barbara_Manning.html
Shirley Manson,https://en.wikipedia.org/wiki/Shirley_Manson,List_of_female_rock_singers,./HTML/Women/Shirley_Manson.html
April March,https://en.wikipedia.org/wiki/April_March,List_of_female_rock_singers,./HTML/Women/April_March.html
Ida Maria,https://en.wikipedia.org/wiki/Ida_Maria,List_of_female_rock_singers,./HTML/Women/Ida_Maria.html
Chan Marshall,https://en.wikipedia.org/wiki/Chan_Marshall,List_of_female_rock_singers,./HTML/Women/Chan_Marshall.html
Janis Martin,https://en.wikipedia.org/wiki/Janis_Martin,List_of_female_rock_singers,./HTML/Women/Janis_Martin.html
Carolyne Mas,https://en.wikipedia.org/wiki/Carolyne_Mas,List_of_female_rock_singers,./HTML/Women/Carolyne_Mas.html
Ana Matronic,https://en.wikipedia.org/wiki/Ana_Matronic,List_of_female_rock_singers,./HTML/Women/Ana_Matronic.html
Cerys Matthews,https://en.wikipedia.org/wiki/Cerys_Matthews,List_of_female_rock_singers,./HTML/Women/Cerys_Matthews.html
Denise McCann,https://en.wikipedia.org/wiki/Denise_McCann,List_of_female_rock_singers,./HTML/Women/Denise_McCann.html
Jenna McDougall,https://en.wikipedia.org/wiki/Jenna_McDougall,List_of_female_rock_singers,./HTML/Women/Jenna_McDougall.html
Maria McKee,https://en.wikipedia.org/wiki/Maria_McKee,List_of_female_rock_singers,./HTML/Women/Maria_McKee.html
Nikki McKibbin,https://en.wikipedia.org/wiki/Nikki_McKibbin,List_of_female_rock_singers,./HTML/Women/Nikki_McKibbin.html
Sarah McLachlan,https://en.wikipedia.org/wiki/Sarah_McLachlan,List_of_female_rock_singers,./HTML/Women/Sarah_McLachlan.html
Sylvia McNeill,https://en.wikipedia.org/wiki/Sylvia_McNeill,List_of_female_rock_singers,./HTML/Women/Sylvia_McNeill.html
Christine McVie,https://en.wikipedia.org/wiki/Christine_McVie,List_of_female_rock_singers,./HTML/Women/Christine_McVie.html
Natalie Merchant,https://en.wikipedia.org/wiki/Natalie_Merchant,List_of_female_rock_singers,./HTML/Women/Natalie_Merchant.html
Olivia Merilahti,https://en.wikipedia.org/wiki/Olivia_Merilahti,List_of_female_rock_singers,./HTML/Women/Olivia_Merilahti.html
Riki Michele,https://en.wikipedia.org/wiki/Riki_Michele,List_of_female_rock_singers,./HTML/Women/Riki_Michele.html
Amy Millan,https://en.wikipedia.org/wiki/Amy_Millan,List_of_female_rock_singers,./HTML/Women/Amy_Millan.html
June Millington,https://en.wikipedia.org/wiki/June_Millington,List_of_female_rock_singers,./HTML/Women/June_Millington.html
Darby Mills,https://en.wikipedia.org/wiki/Darby_Mills,List_of_female_rock_singers,./HTML/Women/Darby_Mills.html
Rachel Minton,https://en.wikipedia.org/wiki/Rachel_Minton,List_of_female_rock_singers,./HTML/Women/Rachel_Minton.html
Joni Mitchell,https://en.wikipedia.org/wiki/Joni_Mitchell,List_of_female_rock_singers,./HTML/Women/Joni_Mitchell.html
Alecia Beth Moore,https://en.wikipedia.org/wiki/Alecia_Beth_Moore,List_of_female_rock_singers,./HTML/Women/Alecia_Beth_Moore.html
Alanis Morissette,https://en.wikipedia.org/wiki/Alanis_Morissette,List_of_female_rock_singers,./HTML/Women/Alanis_Morissette.html
Lisa Moorish,https://en.wikipedia.org/wiki/Lisa_Moorish,List_of_female_rock_singers,./HTML/Women/Lisa_Moorish.html
Alison Mosshart,https://en.wikipedia.org/wiki/Alison_Mosshart,List_of_female_rock_singers,./HTML/Women/Alison_Mosshart.html
Alison Moyet,https://en.wikipedia.org/wiki/Alison_Moyet,List_of_female_rock_singers,./HTML/Women/Alison_Moyet.html
Lennon Murphy,https://en.wikipedia.org/wiki/Lennon_Murphy,List_of_female_rock_singers,./HTML/Women/Lennon_Murphy.html
Pauline Murray,https://en.wikipedia.org/wiki/Pauline_Murray,List_of_female_rock_singers,./HTML/Women/Pauline_Murray.html
Alannah Myles,https://en.wikipedia.org/wiki/Alannah_Myles,List_of_female_rock_singers,./HTML/Women/Alannah_Myles.html
Mika Nakashima,https://en.wikipedia.org/wiki/Mika_Nakashima,List_of_female_rock_singers,./HTML/Women/Mika_Nakashima.html
Terra Naomi,https://en.wikipedia.org/wiki/Terra_Naomi,List_of_female_rock_singers,./HTML/Women/Terra_Naomi.html
Leigh Bingham Nash,https://en.wikipedia.org/wiki/Leigh_Bingham_Nash,List_of_female_rock_singers,./HTML/Women/Leigh_Bingham_Nash.html
Julia Neigel,https://en.wikipedia.org/wiki/Julia_Neigel,List_of_female_rock_singers,./HTML/Women/Julia_Neigel.html
Anastacia Newkirk,https://en.wikipedia.org/wiki/Anastacia_Newkirk,List_of_female_rock_singers,./HTML/Women/Anastacia_Newkirk.html
Juice Newton,https://en.wikipedia.org/wiki/Juice_Newton,List_of_female_rock_singers,./HTML/Women/Juice_Newton.html
Olivia Newton-John,https://en.wikipedia.org/wiki/Olivia_Newton-John,List_of_female_rock_singers,./HTML/Women/Olivia_Newton-John.html
Stina Nordenstam,https://en.wikipedia.org/wiki/Stina_Nordenstam,List_of_female_rock_singers,./HTML/Women/Stina_Nordenstam.html
Kasia Nosowska,https://en.wikipedia.org/wiki/Kasia_Nosowska,List_of_female_rock_singers,./HTML/Women/Kasia_Nosowska.html
Heather Nova,https://en.wikipedia.org/wiki/Heather_Nova,List_of_female_rock_singers,./HTML/Women/Heather_Nova.html
Terri Nunn,https://en.wikipedia.org/wiki/Terri_Nunn,List_of_female_rock_singers,./HTML/Women/Terri_Nunn.html
Laura Nyro,https://en.wikipedia.org/wiki/Laura_Nyro,List_of_female_rock_singers,./HTML/Women/Laura_Nyro.html
Sandra Nasic,https://en.wikipedia.org/wiki/Sandra_Nasic,List_of_female_rock_singers,./HTML/Women/Sandra_Nasic.html
Karen Orzolek,https://en.wikipedia.org/wiki/Karen_Orzolek,List_of_female_rock_singers,./HTML/Women/Karen_Orzolek.html
Hazel O'Connor,https://en.wikipedia.org/wiki/Hazel_O%27Connor,List_of_female_rock_singers,./HTML/Women/Hazel_O%27Connor.html
Sinéad O'Connor,https://en.wikipedia.org/wiki/Sin%C3%A9ad_O%27Connor,List_of_female_rock_singers,./HTML/Women/Sin%C3%A9ad_O%27Connor.html
Beth Orton,https://en.wikipedia.org/wiki/Beth_Orton,List_of_female_rock_singers,./HTML/Women/Beth_Orton.html
Joan Osborne,https://en.wikipedia.org/wiki/Joan_Osborne,List_of_female_rock_singers,./HTML/Women/Joan_Osborne.html
Amanda Overmyer,https://en.wikipedia.org/wiki/Amanda_Overmyer,List_of_female_rock_singers,./HTML/Women/Amanda_Overmyer.html
Amanda Palmer,https://en.wikipedia.org/wiki/Amanda_Palmer,List_of_female_rock_singers,./HTML/Women/Amanda_Palmer.html
Vanessa Paradis,https://en.wikipedia.org/wiki/Vanessa_Paradis,List_of_female_rock_singers,./HTML/Women/Vanessa_Paradis.html
Jemina Pearl,https://en.wikipedia.org/wiki/Jemina_Pearl,List_of_female_rock_singers,./HTML/Women/Jemina_Pearl.html
Linda Perry,https://en.wikipedia.org/wiki/Linda_Perry,List_of_female_rock_singers,./HTML/Women/Linda_Perry.html
Nina Persson,https://en.wikipedia.org/wiki/Nina_Persson,List_of_female_rock_singers,./HTML/Women/Nina_Persson.html
Vicki Peterson,https://en.wikipedia.org/wiki/Vicki_Peterson,List_of_female_rock_singers,./HTML/Women/Vicki_Peterson.html
Vanessa Petruo,https://en.wikipedia.org/wiki/Vanessa_Petruo,List_of_female_rock_singers,./HTML/Women/Vanessa_Petruo.html
Kembra Pfahler,https://en.wikipedia.org/wiki/Kembra_Pfahler,List_of_female_rock_singers,./HTML/Women/Kembra_Pfahler.html
Liz Phair,https://en.wikipedia.org/wiki/Liz_Phair,List_of_female_rock_singers,./HTML/Women/Liz_Phair.html
Kate Pierson,https://en.wikipedia.org/wiki/Kate_Pierson,List_of_female_rock_singers,./HTML/Women/Kate_Pierson.html
Ann Danielewski,https://en.wikipedia.org/wiki/Ann_Danielewski,List_of_female_rock_singers,./HTML/Women/Ann_Danielewski.html
Carole Pope,https://en.wikipedia.org/wiki/Carole_Pope,List_of_female_rock_singers,./HTML/Women/Carole_Pope.html
Cassadee Pope,https://en.wikipedia.org/wiki/Cassadee_Pope,List_of_female_rock_singers,./HTML/Women/Cassadee_Pope.html
Louise Post,https://en.wikipedia.org/wiki/Louise_Post,List_of_female_rock_singers,./HTML/Women/Louise_Post.html
Grace Potter,https://en.wikipedia.org/wiki/Grace_Potter,List_of_female_rock_singers,./HTML/Women/Grace_Potter.html
Cat Power,https://en.wikipedia.org/wiki/Cat_Power,List_of_female_rock_singers,./HTML/Women/Cat_Power.html
Lisa Marie Presley,https://en.wikipedia.org/wiki/Lisa_Marie_Presley,List_of_female_rock_singers,./HTML/Women/Lisa_Marie_Presley.html
Anne Preven,https://en.wikipedia.org/wiki/Anne_Preven,List_of_female_rock_singers,./HTML/Women/Anne_Preven.html
Stacey Q,https://en.wikipedia.org/wiki/Stacey_Q,List_of_female_rock_singers,./HTML/Women/Stacey_Q.html
Bonnie Raitt,https://en.wikipedia.org/wiki/Bonnie_Raitt,List_of_female_rock_singers,./HTML/Women/Bonnie_Raitt.html
Mary Ramsey,https://en.wikipedia.org/wiki/Mary_Ramsey,List_of_female_rock_singers,./HTML/Women/Mary_Ramsey.html
Genya Ravan,https://en.wikipedia.org/wiki/Genya_Ravan,List_of_female_rock_singers,./HTML/Women/Genya_Ravan.html
Catherine Ringer,https://en.wikipedia.org/wiki/Catherine_Ringer,List_of_female_rock_singers,./HTML/Women/Catherine_Ringer.html
Janet Robin,https://en.wikipedia.org/wiki/Janet_Robin,List_of_female_rock_singers,./HTML/Women/Janet_Robin.html
Linda Ronstadt,https://en.wikipedia.org/wiki/Linda_Ronstadt,List_of_female_rock_singers,./HTML/Women/Linda_Ronstadt.html
Serena Ryder,https://en.wikipedia.org/wiki/Serena_Ryder,List_of_female_rock_singers,./HTML/Women/Serena_Ryder.html
Jenna Sanz-Agero,https://en.wikipedia.org/wiki/Jenna_Sanz-Agero,List_of_female_rock_singers,./HTML/Women/Jenna_Sanz-Agero.html
Svetlana Surganova,https://en.wikipedia.org/wiki/Svetlana_Surganova,List_of_female_rock_singers,./HTML/Women/Svetlana_Surganova.html
Greta Salpeter,https://en.wikipedia.org/wiki/Greta_Salpeter,List_of_female_rock_singers,./HTML/Women/Greta_Salpeter.html
Simi Sernaker,https://en.wikipedia.org/wiki/Simi_Sernaker,List_of_female_rock_singers,./HTML/Women/Simi_Sernaker.html
Sarah Shannon,https://en.wikipedia.org/wiki/Sarah_Shannon,List_of_female_rock_singers,./HTML/Women/Sarah_Shannon.html
Ringo Sheena,https://en.wikipedia.org/wiki/Ringo_Sheena,List_of_female_rock_singers,./HTML/Women/Ringo_Sheena.html
Davetta Sherwood,https://en.wikipedia.org/wiki/Davetta_Sherwood,List_of_female_rock_singers,./HTML/Women/Davetta_Sherwood.html
Madigan Shive,https://en.wikipedia.org/wiki/Madigan_Shive,List_of_female_rock_singers,./HTML/Women/Madigan_Shive.html
Jane Siberry,https://en.wikipedia.org/wiki/Jane_Siberry,List_of_female_rock_singers,./HTML/Women/Jane_Siberry.html
Juliet Simms,https://en.wikipedia.org/wiki/Juliet_Simms,List_of_female_rock_singers,./HTML/Women/Juliet_Simms.html
Nina Simone,https://en.wikipedia.org/wiki/Nina_Simone,List_of_female_rock_singers,./HTML/Women/Nina_Simone.html
Siouxsie Sioux,https://en.wikipedia.org/wiki/Siouxsie_Sioux,List_of_female_rock_singers,./HTML/Women/Siouxsie_Sioux.html
Deborah Dyer,https://en.wikipedia.org/wiki/Deborah_Dyer,List_of_female_rock_singers,./HTML/Women/Deborah_Dyer.html
Tara Slone,https://en.wikipedia.org/wiki/Tara_Slone,List_of_female_rock_singers,./HTML/Women/Tara_Slone.html
Jen Smith,https://en.wikipedia.org/wiki/Jen_Smith,List_of_female_rock_singers,./HTML/Women/Jen_Smith.html
Patty Smyth,https://en.wikipedia.org/wiki/Patty_Smyth,List_of_female_rock_singers,./HTML/Women/Patty_Smyth.html
Azalia Snail,https://en.wikipedia.org/wiki/Azalia_Snail,List_of_female_rock_singers,./HTML/Women/Azalia_Snail.html
Jill Sobule,https://en.wikipedia.org/wiki/Jill_Sobule,List_of_female_rock_singers,./HTML/Women/Jill_Sobule.html
Pepper Somerset,https://en.wikipedia.org/wiki/Pepper_Somerset,List_of_female_rock_singers,./HTML/Women/Pepper_Somerset.html
Louisa Rachel Solomon,https://en.wikipedia.org/wiki/Louisa_Rachel_Solomon,List_of_female_rock_singers,./HTML/Women/Louisa_Rachel_Solomon.html
Regina Spektor,https://en.wikipedia.org/wiki/Regina_Spektor,List_of_female_rock_singers,./HTML/Women/Regina_Spektor.html
Pamela Spence,https://en.wikipedia.org/wiki/Pamela_Spence,List_of_female_rock_singers,./HTML/Women/Pamela_Spence.html
Sharleen Spiteri,https://en.wikipedia.org/wiki/Sharleen_Spiteri,List_of_female_rock_singers,./HTML/Women/Sharleen_Spiteri.html
Adalita Srsen,https://en.wikipedia.org/wiki/Adalita_Srsen,List_of_female_rock_singers,./HTML/Women/Adalita_Srsen.html
Becky Stark,https://en.wikipedia.org/wiki/Becky_Stark,List_of_female_rock_singers,./HTML/Women/Becky_Stark.html
Ryan Starr,https://en.wikipedia.org/wiki/Ryan_Starr,List_of_female_rock_singers,./HTML/Women/Ryan_Starr.html
Alison Statton,https://en.wikipedia.org/wiki/Alison_Statton,List_of_female_rock_singers,./HTML/Women/Alison_Statton.html
Gwen Stefani,https://en.wikipedia.org/wiki/Gwen_Stefani,List_of_female_rock_singers,./HTML/Women/Gwen_Stefani.html
Juanita Stein,https://en.wikipedia.org/wiki/Juanita_Stein,List_of_female_rock_singers,./HTML/Women/Juanita_Stein.html
Laura Stoica,https://en.wikipedia.org/wiki/Laura_Stoica,List_of_female_rock_singers,./HTML/Women/Laura_Stoica.html
Linda Strawberry,https://en.wikipedia.org/wiki/Linda_Strawberry,List_of_female_rock_singers,./HTML/Women/Linda_Strawberry.html
Poly Styrene,https://en.wikipedia.org/wiki/Poly_Styrene,List_of_female_rock_singers,./HTML/Women/Poly_Styrene.html
Alison Sudol,https://en.wikipedia.org/wiki/Alison_Sudol,List_of_female_rock_singers,./HTML/Women/Alison_Sudol.html
Donna Summer,https://en.wikipedia.org/wiki/Donna_Summer,List_of_female_rock_singers,./HTML/Women/Donna_Summer.html
Rachel Sweet,https://en.wikipedia.org/wiki/Rachel_Sweet,List_of_female_rock_singers,./HTML/Women/Rachel_Sweet.html
Koko Taylor,https://en.wikipedia.org/wiki/Koko_Taylor,List_of_female_rock_singers,./HTML/Women/Koko_Taylor.html
Maria Taylor,https://en.wikipedia.org/wiki/Maria_Taylor,List_of_female_rock_singers,./HTML/Women/Maria_Taylor.html
Susan Tedeschi,https://en.wikipedia.org/wiki/Susan_Tedeschi,List_of_female_rock_singers,./HTML/Women/Susan_Tedeschi.html
Texas Terri,https://en.wikipedia.org/wiki/Texas_Terri,List_of_female_rock_singers,./HTML/Women/Texas_Terri.html
Tanita Tikaram,https://en.wikipedia.org/wiki/Tanita_Tikaram,List_of_female_rock_singers,./HTML/Women/Tanita_Tikaram.html
Sister Rosetta Tharpe,https://en.wikipedia.org/wiki/Sister_Rosetta_Tharpe,List_of_female_rock_singers,./HTML/Women/Sister_Rosetta_Tharpe.html
Kristy Thirsk,https://en.wikipedia.org/wiki/Kristy_Thirsk,List_of_female_rock_singers,./HTML/Women/Kristy_Thirsk.html
Sandi Thom,https://en.wikipedia.org/wiki/Sandi_Thom,List_of_female_rock_singers,./HTML/Women/Sandi_Thom.html
Irma Thomas,https://en.wikipedia.org/wiki/Irma_Thomas,List_of_female_rock_singers,./HTML/Women/Irma_Thomas.html
Martina Topley-Bird,https://en.wikipedia.org/wiki/Martina_Topley-Bird,List_of_female_rock_singers,./HTML/Women/Martina_Topley-Bird.html
Beth Torbert,https://en.wikipedia.org/wiki/Beth_Torbert,List_of_female_rock_singers,./HTML/Women/Beth_Torbert.html
Emilíana Torrini,https://en.wikipedia.org/wiki/Emil%C3%ADana_Torrini,List_of_female_rock_singers,./HTML/Women/Emil%C3%ADana_Torrini.html
Jen Trynin,https://en.wikipedia.org/wiki/Jen_Trynin,List_of_female_rock_singers,./HTML/Women/Jen_Trynin.html
Anna Tsuchiya,https://en.wikipedia.org/wiki/Anna_Tsuchiya,List_of_female_rock_singers,./HTML/Women/Anna_Tsuchiya.html
KT Tunstall,https://en.wikipedia.org/wiki/KT_Tunstall,List_of_female_rock_singers,./HTML/Women/KT_Tunstall.html
Bonnie Tyler,https://en.wikipedia.org/wiki/Bonnie_Tyler,List_of_female_rock_singers,./HTML/Women/Bonnie_Tyler.html
Judie Tzuke,https://en.wikipedia.org/wiki/Judie_Tzuke,List_of_female_rock_singers,./HTML/Women/Judie_Tzuke.html
Tomiko Van,https://en.wikipedia.org/wiki/Tomiko_Van,List_of_female_rock_singers,./HTML/Women/Tomiko_Van.html
Cherry Vanilla,https://en.wikipedia.org/wiki/Cherry_Vanilla,List_of_female_rock_singers,./HTML/Women/Cherry_Vanilla.html
Suzanne Vega,https://en.wikipedia.org/wiki/Suzanne_Vega,List_of_female_rock_singers,./HTML/Women/Suzanne_Vega.html
Dionne Warwick,https://en.wikipedia.org/wiki/Dionne_Warwick,List_of_female_rock_singers,./HTML/Women/Dionne_Warwick.html
Mary Weiss,https://en.wikipedia.org/wiki/Mary_Weiss,List_of_female_rock_singers,./HTML/Women/Mary_Weiss.html
Louise Wener,https://en.wikipedia.org/wiki/Louise_Wener,List_of_female_rock_singers,./HTML/Women/Louise_Wener.html
Harriet Wheeler,https://en.wikipedia.org/wiki/Harriet_Wheeler,List_of_female_rock_singers,./HTML/Women/Harriet_Wheeler.html
Jane Wiedlin,https://en.wikipedia.org/wiki/Jane_Wiedlin,List_of_female_rock_singers,./HTML/Women/Jane_Wiedlin.html
Toyah Willcox,https://en.wikipedia.org/wiki/Toyah_Willcox,List_of_female_rock_singers,./HTML/Women/Toyah_Willcox.html
Kim Wilde,https://en.wikipedia.org/wiki/Kim_Wilde,List_of_female_rock_singers,./HTML/Women/Kim_Wilde.html
Tess Wiley,https://en.wikipedia.org/wiki/Tess_Wiley,List_of_female_rock_singers,./HTML/Women/Tess_Wiley.html
Hayley Williams,https://en.wikipedia.org/wiki/Hayley_Williams,List_of_female_rock_singers,./HTML/Women/Hayley_Williams.html
Lucinda Williams,https://en.wikipedia.org/wiki/Lucinda_Williams,List_of_female_rock_singers,./HTML/Women/Lucinda_Williams.html
Ann Wilson,https://en.wikipedia.org/wiki/Ann_Wilson,List_of_female_rock_singers,./HTML/Women/Ann_Wilson.html
Cindy Wilson,https://en.wikipedia.org/wiki/Cindy_Wilson,List_of_female_rock_singers,./HTML/Women/Cindy_Wilson.html
Amy Winehouse,https://en.wikipedia.org/wiki/Amy_Winehouse,List_of_female_rock_singers,./HTML/Women/Amy_Winehouse.html
Whitney Wolanin,https://en.wikipedia.org/wiki/Whitney_Wolanin,List_of_female_rock_singers,./HTML/Women/Whitney_Wolanin.html
Rachael Yamagata,https://en.wikipedia.org/wiki/Rachael_Yamagata,List_of_female_rock_singers,./HTML/Women/Rachael_Yamagata.html
Astrid Young,https://en.wikipedia.org/wiki/Astrid_Young,List_of_female_rock_singers,./HTML/Women/Astrid_Young.html
Mary Lu Zahalan,https://en.wikipedia.org/wiki/Mary_Lu_Zahalan,List_of_female_rock_singers,./HTML/Women/Mary_Lu_Zahalan.html
Thalia Zedek,https://en.wikipedia.org/wiki/Thalia_Zedek,List_of_female_rock_singers,./HTML/Women/Thalia_Zedek.html
Regina Strinasacchi,https://en.wikipedia.org/wiki/Regina_Strinasacchi,List_of_female_violinists,./HTML/Women/Regina_Strinasacchi.html
Marie Antoinette Petersén,https://en.wikipedia.org/wiki/Marie_Antoinette_Peters%C3%A9n,List_of_female_violinists,./HTML/Women/Marie_Antoinette_Peters%C3%A9n.html
Lovisa Charlotta Borgman,https://en.wikipedia.org/wiki/Lovisa_Charlotta_Borgman,List_of_female_violinists,./HTML/Women/Lovisa_Charlotta_Borgman.html
Wilma Neruda,https://en.wikipedia.org/wiki/Wilma_Neruda,List_of_female_violinists,./HTML/Women/Wilma_Neruda.html
Mariuccia Iacovino,https://en.wikipedia.org/wiki/Mariuccia_Iacovino,List_of_female_violinists,./HTML/Women/Mariuccia_Iacovino.html
Carolina Ferni,https://en.wikipedia.org/wiki/Carolina_Ferni,List_of_female_violinists,./HTML/Women/Carolina_Ferni.html
Camilla Urso,https://en.wikipedia.org/wiki/Camilla_Urso,List_of_female_violinists,./HTML/Women/Camilla_Urso.html
Virginia Ferni,https://en.wikipedia.org/wiki/Virginia_Ferni,List_of_female_violinists,./HTML/Women/Virginia_Ferni.html
Bertha Drechsler-Hamilton,https://en.wikipedia.org/wiki/Bertha_Drechsler-Hamilton,List_of_female_violinists,./HTML/Women/Bertha_Drechsler-Hamilton.html
Amanda Maier,https://en.wikipedia.org/wiki/Amanda_Maier,List_of_female_violinists,./HTML/Women/Amanda_Maier.html
Natalie Bauer-Lechner,https://en.wikipedia.org/wiki/Natalie_Bauer-Lechner,List_of_female_violinists,./HTML/Women/Natalie_Bauer-Lechner.html
Alice Barbi,https://en.wikipedia.org/wiki/Alice_Barbi,List_of_female_violinists,./HTML/Women/Alice_Barbi.html
Nora Clench,https://en.wikipedia.org/wiki/Nora_Clench,List_of_female_violinists,./HTML/Women/Nora_Clench.html
Edith Robinson,https://en.wikipedia.org/wiki/Edith_Robinson,List_of_female_violinists,./HTML/Women/Edith_Robinson.html
Maud Powell,https://en.wikipedia.org/wiki/Maud_Powell,List_of_female_violinists,./HTML/Women/Maud_Powell.html
Nobu Kōda,https://en.wikipedia.org/wiki/Nobu_K%C5%8Dda,List_of_female_violinists,./HTML/Women/Nobu_K%C5%8Dda.html
Leonora Jackson McKim,https://en.wikipedia.org/wiki/Leonora_Jackson_McKim,List_of_female_violinists,./HTML/Women/Leonora_Jackson_McKim.html
Leila Waddell,https://en.wikipedia.org/wiki/Leila_Waddell,List_of_female_violinists,./HTML/Women/Leila_Waddell.html
Marie Hall,https://en.wikipedia.org/wiki/Marie_Hall,List_of_female_violinists,./HTML/Women/Marie_Hall.html
Marjorie Hayward,https://en.wikipedia.org/wiki/Marjorie_Hayward,List_of_female_violinists,./HTML/Women/Marjorie_Hayward.html
Adila Fachiri,https://en.wikipedia.org/wiki/Adila_Fachiri,List_of_female_violinists,./HTML/Women/Adila_Fachiri.html
Stefi Geyer,https://en.wikipedia.org/wiki/Stefi_Geyer,List_of_female_violinists,./HTML/Women/Stefi_Geyer.html
Elsie Southgate,https://en.wikipedia.org/wiki/Elsie_Southgate,List_of_female_violinists,./HTML/Women/Elsie_Southgate.html
Kathleen Parlow,https://en.wikipedia.org/wiki/Kathleen_Parlow,List_of_female_violinists,./HTML/Women/Kathleen_Parlow.html
Daisy Kennedy,https://en.wikipedia.org/wiki/Daisy_Kennedy,List_of_female_violinists,./HTML/Women/Daisy_Kennedy.html
Isolde Menges,https://en.wikipedia.org/wiki/Isolde_Menges,List_of_female_violinists,./HTML/Women/Isolde_Menges.html
Vera Barstow,https://en.wikipedia.org/wiki/Vera_Barstow,List_of_female_violinists,./HTML/Women/Vera_Barstow.html
Thelma Given,https://en.wikipedia.org/wiki/Thelma_Given,List_of_female_violinists,./HTML/Women/Thelma_Given.html
Alma Moodie,https://en.wikipedia.org/wiki/Alma_Moodie,List_of_female_violinists,./HTML/Women/Alma_Moodie.html
Ilona Fehér,https://en.wikipedia.org/wiki/Ilona_Feh%C3%A9r,List_of_female_violinists,./HTML/Women/Ilona_Feh%C3%A9r.html
Tosca Kramer,https://en.wikipedia.org/wiki/Tosca_Kramer,List_of_female_violinists,./HTML/Women/Tosca_Kramer.html
Erika Morini,https://en.wikipedia.org/wiki/Erika_Morini,List_of_female_violinists,./HTML/Women/Erika_Morini.html
Eda Kersey,https://en.wikipedia.org/wiki/Eda_Kersey,List_of_female_violinists,./HTML/Women/Eda_Kersey.html
Alma Rosé,https://en.wikipedia.org/wiki/Alma_Ros%C3%A9,List_of_female_violinists,./HTML/Women/Alma_Ros%C3%A9.html
Marjorie Fulton,https://en.wikipedia.org/wiki/Marjorie_Fulton,List_of_female_violinists,./HTML/Women/Marjorie_Fulton.html
Eugenia Umińska,https://en.wikipedia.org/wiki/Eugenia_Umi%C5%84ska,List_of_female_violinists,./HTML/Women/Eugenia_Umi%C5%84ska.html
Anja Ignatius,https://en.wikipedia.org/wiki/Anja_Ignatius,List_of_female_violinists,./HTML/Women/Anja_Ignatius.html
Evelyn Kaye,https://en.wikipedia.org/wiki/Evelyn_Kaye,List_of_female_violinists,./HTML/Women/Evelyn_Kaye.html
Pina Carmirelli,https://en.wikipedia.org/wiki/Pina_Carmirelli,List_of_female_violinists,./HTML/Women/Pina_Carmirelli.html
Maria Lidka,https://en.wikipedia.org/wiki/Maria_Lidka,List_of_female_violinists,./HTML/Women/Maria_Lidka.html
Ruth Posselt,https://en.wikipedia.org/wiki/Ruth_Posselt,List_of_female_violinists,./HTML/Women/Ruth_Posselt.html
Joan Field,https://en.wikipedia.org/wiki/Joan_Field,List_of_female_violinists,./HTML/Women/Joan_Field.html
Guila Bustabo,https://en.wikipedia.org/wiki/Guila_Bustabo,List_of_female_violinists,./HTML/Women/Guila_Bustabo.html
Dorothy DeLay,https://en.wikipedia.org/wiki/Dorothy_DeLay,List_of_female_violinists,./HTML/Women/Dorothy_DeLay.html
Mary Canberg,https://en.wikipedia.org/wiki/Mary_Canberg,List_of_female_violinists,./HTML/Women/Mary_Canberg.html
Carroll Glenn,https://en.wikipedia.org/wiki/Carroll_Glenn,List_of_female_violinists,./HTML/Women/Carroll_Glenn.html
Ginette Neveu,https://en.wikipedia.org/wiki/Ginette_Neveu,List_of_female_violinists,./HTML/Women/Ginette_Neveu.html
Elizabeth Gilels,https://en.wikipedia.org/wiki/Elizabeth_Gilels,List_of_female_violinists,./HTML/Women/Elizabeth_Gilels.html
Nejiko Suwa,https://en.wikipedia.org/wiki/Nejiko_Suwa,List_of_female_violinists,./HTML/Women/Nejiko_Suwa.html
Karen Tuttle,https://en.wikipedia.org/wiki/Karen_Tuttle,List_of_female_violinists,./HTML/Women/Karen_Tuttle.html
Margaret Pardee,https://en.wikipedia.org/wiki/Margaret_Pardee,List_of_female_violinists,./HTML/Women/Margaret_Pardee.html
Kató Havas,https://en.wikipedia.org/wiki/Kat%C3%B3_Havas,List_of_female_violinists,./HTML/Women/Kat%C3%B3_Havas.html
Aida Stucki,https://en.wikipedia.org/wiki/Aida_Stucki,List_of_female_violinists,./HTML/Women/Aida_Stucki.html
Lola Bobesco,https://en.wikipedia.org/wiki/Lola_Bobesco,List_of_female_violinists,./HTML/Women/Lola_Bobesco.html
